action,representation,direction,proofDir,hintType,hintCount,stepTime,elTime,PPType,numInteractionCurr,numInteractionTotal,numAction1Curr,numAction2Curr,numAction3Curr,numAction4Curr,numAction5Curr,numAction6Curr,numAction7Curr,numAction8Curr,numAction9Curr,numAction10Curr,numAction1Total,numAction2Total,numAction3Total,numAction4Total,numAction5Total,numAction6Total,numAction7Total,numAction8Total,numAction9Total,numAction10Total,numProblemsCompleted,isForced,numAttempts,hasCollaborator,PLMP,PLDS,PLSIMP,PLMT,PLADD,PLCONJ,PLHS,PLCD,PLDN,PLDEM,PLIMPL,PLCP,PLEQUIV,PLNULL,PLCOM,PLASSOC,PLDIST,PLABS,PLEXP,PLTAUT,PLDEL,PPLevel,numCorrectMPCurr,numCorrectDSCurr,numCorrectSIMPCurr,numCorrectMTCurr,numCorrectADDCurr,numCorrectCONJCurr,numCorrectHSCurr,numCorrectCDCurr,numCorrectDNCurr,numCorrectDEMCurr,numCorrectIMPLCurr,numCorrectCPCurr,numCorrectEQUIVCurr,numCorrectNULLCurr,numCorrectCOMCurr,numCorrectASSOCCurr,numCorrectDISTCurr,numCorrectABSCurr,numCorrectEXPCurr,numCorrectTAUTCurr,numCorrectDELCurr,numCorrectMPTotal,numCorrectDSTotal,numCorrectSIMPTotal,numCorrectMTTotal,numCorrectADDTotal,numCorrectCONJTotal,numCorrectHSTotal,numCorrectCDTotal,numCorrectDNTotal,numCorrectDEMTotal,numCorrectIMPLTotal,numCorrectCPTotal,numCorrectEQUIVTotal,numCorrectNULLTotal,numCorrectCOMTotal,numCorrectASSOCTotal,numCorrectDISTTotal,numCorrectABSTotal,numCorrectEXPTotal,numCorrectTAUTTotal,numCorrectDELTotal,numWrongMPCurr,numWrongDSCurr,numWrongSIMPCurr,numWrongMTCurr,numWrongADDCurr,numWrongCONJCurr,numWrongHSCurr,numWrongCDCurr,numWrongDNCurr,numWrongDEMCurr,numWrongIMPLCurr,numWrongCPCurr,numWrongEQUIVCurr,numWrongNULLCurr,numWrongCOMCurr,numWrongASSOCCurr,numWrongDISTCurr,numWrongABSCurr,numWrongEXPCurr,numWrongTAUTCurr,numWrongDELCurr,numWrongMPTotal,numWrongDSTotal,numWrongSIMPTotal,numWrongMTTotal,numWrongADDTotal,numWrongCONJTotal,numWrongHSTotal,numWrongCDTotal,numWrongDNTotal,numWrongDEMTotal,numWrongIMPLTotal,numWrongCPTotal,numWrongEQUIVTotal,numWrongNULLTotal,numWrongCOMTotal,numWrongASSOCTotal,numWrongDISTTotal,numWrongABSTotal,numWrongEXPTotal,numWrongTAUTTotal,numWrongDELTotal,numMPCurr,numDSCurr,numSIMPCurr,numMTCurr,numADDCurr,numCONJCurr,numHSCurr,numCDCurr,numDNCurr,numDEMCurr,numIMPLCurr,numCPCurr,numEQUIVCurr,numNULLCurr,numCOMCurr,numASSOCCurr,numDISTCurr,numABSCurr,numEXPCurr,numTAUTCurr,numDELCurr,numMPTotal,numDSTotal,numSIMPTotal,numMTTotal,numADDTotal,numCONJTotal,numHSTotal,numCDTotal,numDNTotal,numDEMTotal,numIMPLTotal,numCPTotal,numEQUIVTotal,numNULLTotal,numCOMTotal,numASSOCTotal,numDISTTotal,numABSTotal,numEXPTotal,numTAUTTotal,numDELTotal,elTimeTotal,hintRequestedTutor,hintRequestedCurr,hintRequestedTotal,hintForcedTutor,hintForcedTotal,hintForcedCurr,hintFollowCurr,hintFollowTutor,hintFollowTotal,hintRequestedFollowCurr,hintRequestedFollowTotal,hintRequestedFollowTutor,hintForcedFollowCurr,hintForcedFollowTotal,hintForcedFollowTutor,hintFollowRateCurr,hintFollowRateTotal,hintFollowRateTutor,hintForcedFollowRateCurr,hintForcedFollowRateTotal,hintForcedFollowRateTutor,hintRequestedFollowRateCurr,hintRequestedFollowRateTotal,hintRequestedFollowRateTutor,currLvl,numCorrectRuleAppCurr,numCorrectRuleAppTotal,numCorrectRuleAppTutor,numRuleAppTotal,numRuleAppTutor,numRuleAppCurr,numCorrectRuleAppRateCurr,numCorrectRuleAppRateTotal,numCorrectRuleAppRateTutor,elTimeTutor,stateChangedB4FollowHint,lvl1_timeCost,diffRulesApplied,diffNodesHighlighted,nodesDerived,numRestart,numDiffNodeInResult,hintCorrectness,scoreHintedRule,PLHintedRule,numCorrectHintedRuleCurr,numCorrectHintedRuleTotal,numWrongHintedRuleTotal,numWrongHintedRuleCurr,numHintedRuleCurr,numHintedRuleTotal,accuracyHintedRuleCurr,accuracyHintedRuleTotal,prevActionTime,prevAction,prevRuleAppCorrectness,prevRuleTime,prevStateChangeTime,hintFollow
1,0,0,0,2,1,2.573,34.303,0,9,9,5,1,2,0,1,0,0,0,0,0,5,1,2,0,1,0,0,0,0,0,7,0,1,0,0.999726682,0.836887542,0.999997313,0.637844298,0.880994978,0.098455068,0.999894207,0.971799496,0.962937632,0.244867989,0.980439018,0.980103316,0.011551154,0.01,0.213020297,0.01155063,0.011522626,0.011551155,0.011547283,0.011547283,0.01,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,34.303,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,1,1,1,1,1,1,NA,NA,NA,5,2,2,131,2,156,2,1,1,0.83974359,34.303,1,67.539,2,1,1,0,1,1,59,0.637844298,0,0,0,0,0,0,NA,NA,2.573,1,NA,NA,10.349,1
1,0,0,0,2,1,18.579,18.579,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0.173519947,0.023951552,0.025126871,0.011551155,0.080776037,0.011551084,0.01155063,0.011522626,0.012653249,0.018552501,0.013769878,0.056911663,0.011551154,0.01,0.013351755,0.011547283,0.011522626,0.011551145,0.011547283,0.011547283,0.01,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.579,0,0,0,3,1,1,1,3,1,0,0,0,1,1,3,1,1,1,1,1,1,NA,NA,NA,2,0,0,138,0,164,0,NA,NA,0.841463415,18.579,1,136.778,2,2,1,0,1,1,16,0.025126871,0,0,0,0,0,0,NA,NA,18.061,-1,NA,NA,18.061,1
3,0,0,0,2,0,11.459,205.228,2,18,18,7,1,7,1,2,0,0,0,0,0,7,1,7,1,2,0,0,0,0,0,8,0,1,0,0.394712034,0.078330427,0.051614104,0.011551155,0.148778684,0.011551084,0.01155063,0.011522626,0.012653249,0.01250766,0.013769878,0.056911663,0.011551154,0.01,0.013351755,0.011547283,0.011522626,0.011551145,0.011547283,0.011547283,0.01,-1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,205.228,0,0,0,4,2,2,2,4,2,0,0,0,2,2,4,1,1,1,1,1,1,NA,NA,NA,2,6,6,144,6,170,6,1,1,0.847058824,205.228,0,0,1,0,1,0,0,1,50,0.394712034,1,1,0,0,1,1,1,1,11.459,1,NA,NA,16.015,1
1,0,0,0,2,1,16.715,16.715,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,1,0,0.109611642,0.046892537,0.327484988,0.027653303,0.01,0.011340922,0.01,0.01,0.027247848,0.01,0.011551891,0.027598299,0.01,0.01,0.024655882,0.011340922,0.01,0.01,0.011340922,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.715,0,0,0,5,1,1,0,4,0,0,0,0,0,0,4,0,0,0.8,0,0,0.8,NA,NA,NA,1,0,0,144,0,170,0,NA,NA,0.847058824,16.715,NA,NA,NA,NA,NA,NA,NA,1,1,0.01,0,0,0,0,0,0,NA,NA,16.641,0,NA,NA,16.641,0
7,0,0,0,2,1,19.88,555.846,0,28,33,5,4,11,0,6,1,1,0,0,0,7,4,12,0,8,1,1,0,0,0,9,1,3,0,0.021997253,0.023019905,0.047589518,0.011556716,0.01,0.011340922,0.01,0.01,0.013713157,0.01,0.011551157,0.057893134,0.01,0.01,0.024655882,0.011340922,0.01,0.01,0.011340922,0.01,0.01,0,2,1,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,629.821,1,1,1,5,1,0,0,4,0,0,0,0,0,0,4,0,0,0.666666667,NA,0,0.8,0,0,0,1,4,3,147,11,181,10,0.4,0.272727273,0.812154696,629.821,NA,NA,NA,NA,NA,NA,NA,1,1,0.01,0,0,0,0,0,0,NA,NA,19.88,5,0,19.88,25.532,0
1,0,0,0,2,1,12.301,12.301,0,1,141,1,0,0,0,0,0,0,0,0,0,34,16,67,0,18,4,1,0,1,0,9,0,4,0,0.013468266,0.015256938,0.011944517,0.011551169,0.011267201,0.011547283,0.011522626,0.011522626,0.031808656,0.012338528,0.011852918,0.45016546,0.01155063,0.01,0.013351755,0.011547283,0.011522626,0.011340922,0.011547283,0.011522626,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,4,0,2,2,2,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,3,0,0,0,1,2,8,0,3,0,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,5,3,2,2,2,2,4,10,5,3,0,1,2,2,1,2,2,0,1623.026,1,0,1,6,2,1,0,4,0,0,0,0,0,0,4,0,0,0.571428571,0,0,0.666666667,NA,0,0,1,0,29,173,46,216,0,NA,0.630434783,0.800925926,1623.026,NA,NA,NA,NA,NA,NA,NA,1,3,0.011267201,0,0,0,3,0,3,NA,0,11.4,-1,NA,NA,11.4,0
2,0,0,0,2,1,21.21,21.21,0,1,197,0,1,0,0,0,0,0,0,0,0,46,26,92,0,25,4,1,2,1,0,9,0,10,0,0.022571577,0.023951552,0.022002862,0.011551155,0.012612247,0.011551084,0.011547283,0.011522626,0.033034167,0.029169644,0.011556716,0.059933655,0.011551084,0.01,0.013351755,0.011547283,0.011522626,0.011522626,0.011547283,0.011547283,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,6,1,2,3,2,1,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,5,0,0,0,2,2,10,1,4,0,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,17,7,6,2,3,2,3,5,12,8,4,0,1,2,2,2,2,3,0,3244.829,1,0,1,7,3,1,0,4,0,0,0,0,0,0,4,0,0,0.5,0,0,0.571428571,NA,0,0,1,0,40,184,63,233,0,NA,0.634920635,0.789699571,3244.829,NA,NA,NA,NA,NA,NA,NA,1,10,0.012612247,0,1,0,5,0,6,NA,0.166666667,64805.123,5,0,64805.123,20.14,0
1,0,0,0,2,1,25.088,25.088,0,1,218,1,0,0,0,0,0,0,0,0,0,52,29,100,0,28,4,1,2,1,1,9,0,13,0,0.022571577,0.023951552,0.01749326,0.011551155,0.012612247,0.011551084,0.011547283,0.011522626,0.012653249,0.018552501,0.01155191,0.056911663,0.011551084,0.01,0.013351755,0.011547283,0.011522626,0.011547283,0.011547283,0.011547283,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,6,1,2,3,2,4,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,5,0,0,0,2,2,11,2,4,0,1,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,17,7,6,2,3,2,6,6,12,11,4,0,1,2,2,3,2,3,0,3747.418,1,0,1,8,4,1,1,5,1,0,0,0,1,1,5,1,0.2,0.555555556,1,0.25,0.625,NA,0,0,1,0,45,189,70,240,0,NA,0.642857143,0.7875,3747.418,5,575.714,8,4,4,0,3,1,10,0.012612247,0,1,0,5,0,6,NA,0.166666667,24.708,-1,NA,NA,24.708,1
1,0,0,0,2,1,30.686,30.686,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,1,0,0.118945582,0.118945582,0.566085839,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.686,1,0,0,9,1,1,1,6,1,0,0,0,1,1,6,1,1,0.6,1,1,0.666666667,NA,NA,0,1,0,0,201,0,253,0,NA,NA,0.794466403,30.686,1,7.912,3,2,2,0,1,1,21,0.118945582,0,0,0,0,0,0,NA,NA,29.745,-1,NA,NA,29.917,1
1,0,0,0,2,1,23.642,23.642,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,1,0,0.994565078,0.425477719,0.9992628,0.999451815,0.825901747,0.072579728,0.976986051,0.011522626,0.032486631,0.02949491,0.042435468,0.039930261,0.011551154,0.01,0.031115854,0.01155063,0.011522626,0.011551145,0.011547283,0.011547283,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.642,1,0,0,11,1,1,1,8,1,0,0,0,1,1,8,1,1,0.666666667,1,1,0.727272727,NA,NA,0,4,0,0,259,0,334,0,NA,NA,0.775449102,23.642,1,4.239,1,1,1,0,1,1,120,0.9992628,0,0,0,0,0,0,NA,NA,22.663,-1,NA,NA,22.663,1
1,0,0,0,2,1,19.781,57.826,5,10,10,5,0,3,0,2,0,0,0,0,0,5,0,3,0,2,0,0,0,0,0,11,0,1,0,0.998236121,0.425477719,0.999922878,0.999451815,0.825901747,0.072579728,0.976986051,0.011522626,0.032486631,0.02949491,0.042435468,0.039930261,0.011551154,0.01,0.031115854,0.01155063,0.011522626,0.011551145,0.011547283,0.011547283,0.01,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.826,1,0,0,12,2,2,2,9,2,0,0,0,2,2,9,1,1,0.692307692,1,1,0.75,NA,NA,0,4,3,3,262,3,337,3,1,1,0.777448071,57.826,1,31.48,2,2,1,0,1,1,63,0.425477719,0,0,0,0,0,0,NA,NA,19.781,3,1,19.781,19.781,1
3,0,0,0,2,0,1.671,30.313,21,7,7,4,1,2,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,7,0,1,0,0.655715387,0.44494675,0.999999807,0.974075251,0.99981297,0.111724545,0.011551914,0.180519296,0.052450453,0.011551084,0.043757205,0.01,0.011522626,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.313,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,5,2,2,98,2,142,2,1,1,0.690140845,30.313,2,67.226,3,2,3,0,0,1,44,0.043757205,1,1,0,0,1,1,1,1,1.671,1,NA,NA,11.309,1
4,0,0,0,2,1,2.394,40.599,21,12,12,6,1,2,3,0,0,0,0,0,0,6,1,2,3,0,0,0,0,0,0,7,0,1,0,0.655715387,0.44494675,0.999999807,0.974075251,0.99981297,0.111724545,0.011551914,0.180519296,0.052450453,0.011551084,0.043757205,0.01,0.011522626,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.599,0,0,0,2,2,2,1,1,1,0,0,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,5,2,2,98,2,142,2,1,1,0.690140845,40.599,NA,NA,NA,NA,NA,NA,NA,1,1,0.01,0,0,0,0,0,0,NA,NA,2.394,4,NA,NA,10.286,0
7,0,0,0,2,1,2.288,86.629,21,23,23,7,3,3,7,1,1,1,0,0,0,7,3,3,7,1,1,1,0,0,0,7,1,1,0,0.655715387,0.276624383,0.999999807,0.974075251,0.99981297,0.111724545,0.011551914,0.180519296,0.052450453,0.011551084,0.043757205,0.01,0.011522626,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86.629,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,1,1,1,5,2,2,98,3,143,3,0.666666667,0.666666667,0.685314685,86.629,1,10.91,1,1,1,0,1,1,44,0.043757205,1,1,0,0,1,1,1,1,2.288,6,NA,NA,2.288,1
7,0,0,0,2,1,3.624,101.163,21,28,28,8,3,4,7,1,1,4,0,0,0,8,3,4,7,1,1,4,0,0,0,7,1,1,0,0.655715387,0.276624383,0.999999807,0.974075251,0.99981297,0.111724545,0.011551914,0.180519296,0.052450453,0.011551084,0.130270359,0.01,0.011522626,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,101.163,2,2,2,2,2,2,3,3,3,2,2,2,1,1,1,0.75,0.75,0.75,0.5,0.5,0.5,1,1,1,5,3,3,99,4,144,4,0.75,0.75,0.6875,101.163,1,10.006,1,1,1,0,1,1,1,0.01,0,0,0,0,0,0,NA,NA,3.624,3,1,3.624,3.624,1
7,0,0,0,2,1,0.674,119.334,21,36,36,10,3,6,7,2,1,7,0,0,0,10,3,6,7,2,1,7,0,0,0,7,1,1,0,0.655715387,0.276624383,0.999999807,0.974075251,0.99981297,0.111724545,0.011551914,0.180519296,0.034885796,0.011551084,0.130270359,0.039311765,0.011522626,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,119.334,3,3,3,2,2,2,4,4,4,3,3,3,1,1,1,0.8,0.8,0.8,0.5,0.5,0.5,1,1,1,5,4,4,100,6,146,6,0.666666667,0.666666667,0.684931507,119.334,0,0,0,0,0,0,0,1,22,0.034885796,0,0,1,1,1,1,0,0,0.674,5,0,0.674,8.165,1
7,0,0,0,2,1,1.017,139.237,21,43,43,10,3,8,7,3,1,11,0,0,0,10,3,8,7,3,1,11,0,0,0,7,1,1,0,0.655715387,0.276624383,0.999999807,0.974075251,0.99981297,0.111724545,0.011551914,0.180519296,0.08073685,0.011551084,0.130270359,0.039311765,0.011522626,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,139.237,4,4,4,2,2,2,5,5,5,4,4,4,1,1,1,0.833333333,0.833333333,0.833333333,0.5,0.5,0.5,1,1,1,5,6,6,102,8,148,8,0.75,0.75,0.689189189,139.237,1,8.058,1,2,1,0,1,1,12,0.011551914,0,0,0,0,0,0,NA,NA,1.017,5,1,1.017,1.017,1
1,0,0,0,2,1,32.951,32.951,7,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0.597948191,0.782786033,0.957569265,0.011522626,0.297072353,0.011551084,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.951,4,0,0,3,1,1,1,6,1,0,0,4,1,1,2,1,1,0.857142857,1,1,0.666666667,NA,NA,1,2,0,0,103,0,149,0,NA,NA,0.691275168,32.951,1,58.752,2,2,1,0,1,1,91,0.957569265,0,0,0,0,0,0,NA,NA,32.73,-1,NA,NA,32.73,1
7,0,0,0,2,1,5.011,105.005,7,15,15,6,1,5,0,1,0,2,0,0,0,6,1,5,0,1,0,2,0,0,0,8,1,1,0,0.388600667,0.635262949,0.985869001,0.011522626,0.297072353,0.011551084,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.005,5,1,1,3,1,1,2,7,2,1,1,5,1,1,2,1,1,0.875,1,1,0.666666667,1,1,1,2,5,5,108,5,154,5,1,1,0.701298701,105.005,1,14.219,1,0,1,0,1,1,63,0.297072353,0,0,0,0,0,0,NA,NA,3.202,5,0,3.202,10.508,1
